| BỘ TÀI CHÍNH   | CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lập - Tự do - Hạnh phúc  |

|----------------|-----------------------------------------------------------------|

| Số: 149/QĐ-BTC | Hà Nội,ngày 24 tháng 01 năm 2017                                |

BỘ TÀI CHÍNH -------

CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lập - Tự do - Hạnh phúc ---------------

Số: 149/QĐ-BTC

Hà Nội,ngày 24 tháng 01 năm 2017

QUYẾT ĐỊNH

SỬA ĐỔI, BỔ SUNG DANH MỤC BẢNG GIÁ TÍNH LỆ PHÍ TRƯỚC BẠ Ô TÔ, XE MÁY BAN HÀNH KÈM THEO THÔNG TƯ SỐ 304/2016/TT-BTC NGÀY 15/11/2016 CỦA BỘ TRƯỞNG BỘ TÀI CHÍNH

BỘ TRƯỞNG BỘ TÀI CHÍNH

Căn cứ Nghị định số 140/2016/NĐ-CP ngày 10/10/2016 của Chính phủ quy định về lệ phí trước bạ;

Căn cứ Nghị định số 215/2013/NĐ-CP ngày 23/12/2013 của Chính phủ quy định chức năng, nhiệm vụ, quyền hạn và cơ cấu tổ chức của Bộ Tài chính;

Căn cứ Thông tư số 301/2016/TT-BTC ngày 15/11/2016 của Bộ trưởng Bộ Tài chính hướng dẫn về lệ phí trước bạ;

Căn cứ Thông tư số 304/2016/TT-BTC ngày 15/11/2016 của Bộ trưởng Bộ Tài chính ban hành Bảng giá tính lệ phí trước bạ đối với ô tô, xe máy;

Xét đề nghị của Tổng cục trưởng Tổng cục Thuế,

QUYẾT ĐỊNH:

Điều 1. Sửa đổi, bổ sung Danh mục Bảng giá tính lệ phí trước bạ ô tô, xe máy ban hành kèm theo Thông tư số 304/2016/TT-BTC ngày 15/11/2016 của Bộ trưởng Bộ Tài chính tại Phụ lục số I, Phụ lục số II và Phụ lục số III (đính kèm).

Điều 2. Quyết định này có hiệu lực kể từ ngày ký.

Điều 3. Cục Thuế các tỉnh, thành phố trực thuộc Trung ương, các Chi cục thuế quận, huyện, thị xã trực thuộc Cục Thuế và các tổ chức, cá nhân có liên quan chịu trách nhiệm thi hành Quyết định này./.

| Nơi nhận: - Văn phòng Trung ương và các Ban của Đảng; - Văn phòng Quốc hội; - Văn phòng Chủ tịch nước; - Văn phòng Tổng Bí thư; - Viện Kiểm sát nhân dân tối cao; - Văn phòng BCĐ phòng chống tham nhũng Trung ương; - Tòa án nhân dân tối cao; - Kiểm toán nhà nước; - Các Bộ, cơ quan ngang Bộ, cơ quan thuộc Chính phủ; - Cơ quan Trung ương của các đoàn thể; - Hội đồng nhân dân, Ủy ban nhân dân, Sở Tài chính, Cục Thuế, Kho bạc nhà nước các tỉnh, thành phố trực thuộc Trung ương; - Công báo; - Cục Kiểm tra văn bản (Bộ Tư pháp); - Website (Bộ Tài chính; Tổng cục Thuế); - Các đơn vị thuộc Bộ Tài chính; - Lưu: VT, TCT (VT, CS). | KT. BỘ TRƯỞNG THỨ TRƯỞNG Đỗ Hoàng Anh Tuấn |

|-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|--------------------------------------------|

Nơi nhận: - Văn phòng Trung ương và các Ban của Đảng; - Văn phòng Quốc hội; - Văn phòng Chủ tịch nước; - Văn phòng Tổng Bí thư; - Viện Kiểm sát nhân dân tối cao; - Văn phòng BCĐ phòng chống tham nhũng Trung ương; - Tòa án nhân dân tối cao; - Kiểm toán nhà nước; - Các Bộ, cơ quan ngang Bộ, cơ quan thuộc Chính phủ; - Cơ quan Trung ương của các đoàn thể; - Hội đồng nhân dân, Ủy ban nhân dân, Sở Tài chính, Cục Thuế, Kho bạc nhà nước các tỉnh, thành phố trực thuộc Trung ương; - Công báo; - Cục Kiểm tra văn bản (Bộ Tư pháp); - Website (Bộ Tài chính; Tổng cục Thuế); - Các đơn vị thuộc Bộ Tài chính; - Lưu: VT, TCT (VT, CS).

KT. BỘ TRƯỞNG THỨ TRƯỞNG Đỗ Hoàng Anh Tuấn

PHỤ LỤC I

BỔ SUNG GIÁ TÍNH LỆ PHÍ TRƯỚC BẠ Ô TÔ, XE MÁY (Kèm theo Quyết định số 149/QĐ-BTC ngày 24 tháng 01 năm 2017 của Bộ trưởng Bộ Tài chính)

I. Ô tô 9 chỗ ngồi trở xuống nhập khẩu.

| STT | Nhãn Hiệu       | Số loại/Tên thương mại         | Thể tích làm việc (lít) | Số chỗ ngồi | Giá tính LPTB (đơn vị VNĐ) |

MERCEDES - BENZ

CLA250 COUPE

2.0

5

1,869,000,000

71

MERCEDES - BENZ

CLS500 4MATIC

4.7

4

6,619,000,000

72

MERCEDES - BENZ

E300

2.0

5

3,049,000,000

73

MERCEDES - BENZ

GLE400 4MATIC Exclusive

3.0

5

3,929,000,000

74

MERCEDES - BENZ

GLS350 d 4MATIC

3.0

7

4,029,000,000

75

MERCEDES - BENZ

Ô TÔ NHÀ Ở LƯU ĐỘNG

3.0

4

5,296,000,000

76

MERCEDES - BENZ

S500

4.7

4

9,149,000,000

77

MERCEDES - BENZ

S500

4.7

5

9,149,000,000

78

MERCEDES - BENZ

S500 4MATIC

4.7

4

9,149,000,000

79

MERCEDES - BENZ

S500 4MATIC

4.7

5

9,149,000,000

80

MERCEDES - BENZ

S500 Cabriolet

4.7

4

10,799,000,000

81

MERCEDES - BENZ

S600 MAYBACH

6.0

4

14,169,000,000

82

MERCEDES - BENZ

S600 MAYBACH

6.0

5

14,169,000,000

83

MERCEDES - BENZ

S65 AMG

6.0

5

18,179,000,000

84

MERCEDES - BENZ

V 250 AVANTGARDE

2.0

7

2,569,000,000

85

MERCEDES - BENZ

V 250 AVANTGARDE

2.0

8

2,569,000,000

86

MITSUBISHI

ATTRAGE A13ASNHHL

1.2

5

451,500,000

87

MITSUBISHI

ATTRAGE GLS A13ASNHHL

1.2

5

451,500,000

88

MITSUBISHI

ATTRAGE GLS A13ASTHHL

1.2

5

505,000,000

89

MITSUBISHI

OUTLANDER

2.4

7

1,275,000,000

90

MITSUBISHI

OUTLANDER-L

2.0

5

950,000,000

91

MITSUBISHI

PAJERO SPORT GLS KR5WGUPML

3.0

7

1,329,000,000

92

MITSUBISHI

PAJERO SPORT GLS KS5WGUPML

3.0

7

1,488,000,000

93

MITSUBISHI

PAJERO V93WLYXVUL

3.0

7

2,120,000,000

94

MITSUBISHI

TRITON GLS KK1TJYHFPL

2.4

5

601,000,000

95

MITSUBISHI

TRITON GLS KL1TJYHFPL

2.4

5

766,000,000

96

MITSUBISHI

TRITON GLS KL3TJNHFPL

2.5

5

621,000,000

97

MITSUBISHI

TRITON GLX KK3TJNUFL

2.5

5

550,000,000

98

MITSUBISHI

TRITON GLX KK3TJYUFPL

2.5

5

601,000,000

99

NISSAN

NAVARA E CVL4LZLD23IYP----B

2.5

5

625,000,000

100

NISSAN

NAVARA EL CVL4LNYD23IYP----B

2.5

5

649,000,000

101

NISSAN

NAVARA SL CVL2LSLD23F4P----B

2.5

5

725,000,000

102

NISSAN

NAVARA VL CVL2LHYD23PYN----B

2.5

5

795,000,000

103

NISSAN

NP300 NAVARA E CVL2LHYD23FYN----A

2.5

5

625,000,000

104

NISSAN

NP300 NAVARA EL CVL2LSLD23F4P----A

2.5

5

649,000,000

105

NISSAN

NP300 NAVARA SL CVL4LNYD23IYP----A

2.5

5

725,000,000

106

NISSAN

NP300 NAVARA VL CVL4LZLD23IYP----A

2.5

5

795,000,000

107

PEUGEOT

2008 16G AT

1.6

5

1,110,000,000

108

PEUGEOT

208 16G AT HB

1.6

5

835,000,000

109

PEUGEOT

308 ALLURE 16G AT

1.6

5

1,280,000,000

110

PEUGEOT

308 GT Line 16G AT

1.6

5

1,355,000,000

111

PEUGEOT

508 16G AT

1.6

5

1,365,000,000

112

RENAULT

DUSTER

2.0

5

752,000,000

113

RENAULT

TALISMAN

1.6

5

1,495,600,000

114

SSANGYONG

TIVOLI

1.6

5

561,000,000

115

SUBARU

FORESTER 2.0i-L AWD

2.0

5

1,323,000,000

116

SUBARU

FORESTER 2.0-XT AWD

2.0

5

1,533,000,000

117

SUBARU

LEVORG 1.6GT-S AWD

1.6

5

1,397,500,000

118

SUBARU

OUTBACK 2.5i-S AWD

2.5

5

1,632,000,000

119

SUZUKI

VITARA YD21S

1.6

5

747,840,000

120

SUZUKI

CIAZ(VC41S)

1.4

5

560,000,000

121

TOYOTA

FORTUNER GUN165L-SDFLHU

2.4

7

981,000,000

122

TOYOTA

FORTUNER TGN156L-SDTMKU

2.7

7

1,308,000,000

123

TOYOTA

FORTUNER TGN166L-SDTSKU

2.7

7

1,149,000,000

124

TOYOTA

HILUX E GUN135L-DTFSHU

2.4

5

697,000,000

125

TOYOTA

HILUX G GUN126L-DTFMHU

2.8

5

806,000,000

126

TOYOTA

HILUX G GUN126L-DTTHHU

2.8

5

870,000,000

127

MASERATI

LEVANT MI56

3.0

5

5,500,000,000

128

MAZDA

BT-50 UL7B

2.2

5

645,000,000

II. Ô tô 9 chỗ ngồi trở xuống sản xuất, lắp ráp trong nước.

| STT | Nhãn Hiệu       | Số loại/Tên thương mại      | Thể tích làm việc (lít) | Số chỗ ngồi | Giá tính LPTB (đơn vị VNĐ) |

|-----|-----------------|-----------------------------|-------------------------|-------------|----------------------------|

| 1   | CHEVROLET       | AVEO KLAS SN3/463           | 1.4                     | 5           | 429,000,000                |

| 2   | CHEVROLET       | AVEO KLAS SN3/464           | 1.4                     | 5           | 465,000,000                |

| 3   | FORD            | FOCUS DYB 4D M9DC AT-1      | 1.5                     | 5           | 699,000,000                |

| 4   | FORD            | FOCUS DYB 5D M9DC AT-1      | 1.5                     | 5           | 699,000,000                |

| 5   | FORD            | FOCUS DYB 4D M9DC AT        | 1.5                     | 5           | 848,000,000                |

| 6   | FORD            | ECOSPORT JK8 5D UEJA AT MID | 1.5                     | 5           | 585,000,000                |

| 7   | HYUNDAI         | SANTAFE DM2-W72FC5F-2       | 2.2                     | 7           | 1,111,000,000              |

| 8   | HYUNDAI         | SANTAFE DM3-W72FC5G-2       | 2.2                     | 7           | 1,243,100,000              |

| 9   | HYUNDAI         | SANTAFE DM5-W7L661F-2       | 2.4                     | 7           | 1,063,000,000              |

| 10  | HYUNDAI         | SANTAFE DM6-W7L661G-2       | 2.4                     | 7           | 1,195,500,000              |

| 11  | HYUNDAI         | ELENTRA AD-1.6GM-6MT-1      | 1.6                     | 5           | 586,000,000                |

| 12  | HYUNDAI         | ELENTRA AD-1.6GM-6AT-1      | 1.6                     | 5           | 661,000,000                |

| 13  | HYUNDAI         | ELENTRA AD-2.0NU-6AT-1      | 2.0                     | 5           | 709,000,000                |

| 14  | KIA             | RONDO 20G MT                | 2.0                     | 7           | 624,000,000                |

| 15  | KIA             | RONDO RP 20G E2 AT-2        | 2.0                     | 7           | 679,000,000                |

| 16  | KIA             | RONDO RP 20G E2 AT-1        | 2.0                     | 7           | 822,000,000                |

| 17  | KIA             | SORENTO 22D ATH             | 2.2                     | 7           | 924,000,000                |

| 18  | KIA             | RONDO 17D AT                | 1.7                     | 7           | 809,000,000                |

| 19  | MAZDA           | 6 20G AT GL1                | 2.0                     | 5           | 925,000,000                |

| 20  | MAZDA           | 6 20G AT GL2                | 2.0                     | 5           | 970,000,000                |

| 21  | MAZDA           | 6 25G AT GL3                | 2.5                     | 5           | 1,115,000,000              |

| 22  | MERCEDES - BENZ | E 200 (213042 U032P0)       | 2.0                     | 5           | 2,099,000,000              |

| 23  | SUZUKI          | SWIFT RS                    | 1.4                     | 5           | 566,370,000                |

| 24  | TOYOTA          | CAMRY 2.0 E ASV51L-JETNHU   | 2.0                     | 5           | 1,098,000,000              |

STT

Nhãn Hiệu

Số loại/Tên thương mại

Thể tích làm việc (lít)

Số chỗ ngồi

Giá tính LPTB (đơn vị VNĐ)

1

CHEVROLET

AVEO KLAS SN3/463

1.4

5

429,000,000

2

CHEVROLET

AVEO KLAS SN3/464

1.4

5

465,000,000

3

FORD

FOCUS DYB 4D M9DC AT-1

1.5

5

699,000,000

4

FORD

FOCUS DYB 5D M9DC AT-1

1.5

5

699,000,000

5

FORD

FOCUS DYB 4D M9DC AT

1.5

5

848,000,000

6

FORD

ECOSPORT JK8 5D UEJA AT MID

1.5

5

585,000,000

7

HYUNDAI

SANTAFE DM2-W72FC5F-2

2.2

7

1,111,000,000

8

HYUNDAI

SANTAFE DM3-W72FC5G-2

2.2

7

1,243,100,000

9

HYUNDAI

SANTAFE DM5-W7L661F-2

2.4

7

1,063,000,000

10

HYUNDAI

SANTAFE DM6-W7L661G-2

2.4

7

1,195,500,000

11

HYUNDAI

ELENTRA AD-1.6GM-6MT-1

1.6

5

586,000,000

12

HYUNDAI

ELENTRA AD-1.6GM-6AT-1

1.6

5

661,000,000

13

HYUNDAI

ELENTRA AD-2.0NU-6AT-1

2.0

5

709,000,000

14

KIA

RONDO 20G MT

2.0

7

624,000,000

15

KIA

RONDO RP 20G E2 AT-2

2.0

7

679,000,000

16

KIA

RONDO RP 20G E2 AT-1

2.0

7

822,000,000

17

KIA

SORENTO 22D ATH

2.2

7

924,000,000

18

KIA

RONDO 17D AT

1.7

7

809,000,000

19

MAZDA

6 20G AT GL1

2.0

5

925,000,000

20

MAZDA

6 20G AT GL2

2.0

5

970,000,000

21

MAZDA

6 25G AT GL3

2.5

5

1,115,000,000

22

MERCEDES - BENZ

E 200 (213042 U032P0)

2.0

5

2,099,000,000

23

SUZUKI

SWIFT RS

1.4

5

566,370,000

24

TOYOTA

CAMRY 2.0 E ASV51L-JETNHU

2.0

5

1,098,000,000

III. Xe máy nhập khẩu.

| STT | Tên nhóm xe | Nhãn hiệu        | Số loại/Tên thương mại    | Thể tích làm việc (cm3) | Giá tính LPTB (VNĐ) |

|-----|-------------|------------------|---------------------------|-------------------------|---------------------|

| 1   | Xe hai bánh | KAWASAKI         | Z1000 ABS (ZR1000HH)      | 1043                    | 399,000,000         |

| 2   | Xe hai bánh | KAWASAKI         | Z1000 ABS (ZR1000JH)      | 1043                    | 439,000,000         |

| 3   | Xe hai bánh | KAWASAKI         | Z1000 ABS (ZR1000GFF)     | 1043                    | 409,000,000         |

| 4   | Xe hai bánh | KAWASAKI         | Z1000 ABS (ZR1000GGF)     | 1043                    | 409,000,000         |

| 5   | Xe hai bánh | KAWASAKI         | ZX-10R(ZX1000KFFA)        | 998                     | 419,000,000         |

| 6   | Xe hai bánh | KAWASAKI         | Z1000SX ABS (ZXT00M)      | 1043                    | 409,000,000         |

| 7   | Xe hai bánh | KAWASAKI         | Z650 ABS (ER650HH)        | 649                     | 218,000,000         |

| 8   | Xe hai bánh | KAWASAKI         | Z900 ABS (ZR900BHF)       | 948                     | 288,000,000         |

| 9   | Xe hai bánh | KAWASAKI         | Ninja 300 ABS (EX300BFFA) | 296                     | 149,000,000         |

| 10  | Xe hai bánh | KAWASAKI         | Ninja 300 ABS (EX300BGF)  | 296                     | 149,000,000         |

| 11  | Xe hai bánh | KAWASAKI         | Ninja 300 ABS (EX300BGFA) | 296                     | 149,000,000         |

| 12  | Xe hai bánh | KAWASAKI         | ER-6N ABS (ER650F)        | 649                     | 230,000,000         |

| 13  | Xe hai bánh | KAWASAKI         | Ninja ZX-10R (ZX1000S)    | 998                     | 549,000,000         |

| 14  | Xe hai bánh | HONDA            | VARIO 125                 | 124.88                  | 40,000,000          |

| 15  | Xe hai bánh | HARLEY- DAVIDSON | STREET GLIDE SPEACIAL     | 1754                    | 1,298,900,000       |

STT

Tên nhóm xe

Nhãn hiệu

Số loại/Tên thương mại

Thể tích làm việc (cm3)

Giá tính LPTB (VNĐ)

1

Xe hai bánh

KAWASAKI

Z1000 ABS (ZR1000HH)

1043

399,000,000

2

Xe hai bánh

KAWASAKI

Z1000 ABS (ZR1000JH)

1043

439,000,000

3

Xe hai bánh

KAWASAKI

Z1000 ABS (ZR1000GFF)

1043

409,000,000

4

Xe hai bánh

KAWASAKI

Z1000 ABS (ZR1000GGF)

1043

409,000,000

5

Xe hai bánh

KAWASAKI

ZX-10R(ZX1000KFFA)

998

419,000,000

6

Xe hai bánh

KAWASAKI

Z1000SX ABS (ZXT00M)

1043

409,000,000

7

Xe hai bánh

KAWASAKI

Z650 ABS (ER650HH)

649

218,000,000

8

Xe hai bánh

KAWASAKI

Z900 ABS (ZR900BHF)

948

288,000,000

9

Xe hai bánh

KAWASAKI

Ninja 300 ABS (EX300BFFA)

296

149,000,000

10

Xe hai bánh

KAWASAKI

Ninja 300 ABS (EX300BGF)

296

149,000,000

11

Xe hai bánh

KAWASAKI

Ninja 300 ABS (EX300BGFA)

296

149,000,000

12

Xe hai bánh

KAWASAKI

ER-6N ABS (ER650F)

649

230,000,000

13

Xe hai bánh

KAWASAKI

Ninja ZX-10R (ZX1000S)

998

549,000,000

14

Xe hai bánh

HONDA

VARIO 125

124.88

40,000,000

15

Xe hai bánh

HARLEY- DAVIDSON

STREET GLIDE SPEACIAL

1754

1,298,900,000

IV. Xe máy lắp ráp trong nước.

| STT | Tên nhóm xe | Nhãn hiệu | Số loại/Tên thương mại | Thể tích làm việc (cm3) | Giá tính LPTB (VNĐ) |

|-----|-------------|-----------|------------------------|-------------------------|---------------------|

| 1   | Xe hai bánh | HONDA     | JA364 BLADE            | 109.1                   | 18,600,000          |

| 2   | Xe hai bánh | HONDA     | JA363 BLADE (D)        | 109.1                   | 19,600,000          |

| 3   | Xe hai bánh | HONDA     | JA365 BLADE (C)        | 109.1                   | 21,100,000          |

| 4   | Xe hai bánh | HONDA     | JA39 WAVE ALPHA        | 109.1                   | 17,790,000          |

| 5   | Xe hai bánh | YAMAHA    | SIRIUS-B6A2            | 110.3                   | 18,500,000          |

| 6   | Xe hai bánh | YAMAHA    | SIRIUS - B6A3          | 110,3                   | 21,000,000          |

| 7   | Xe hai bánh | YAMAHA    | SIRIUS - B6A1          | 110.3                   | 18,800,000          |

| 8   | Xe hai bánh | YAMAHA    | NOZZA GRANDE 2BM5      | 125                     | 41,400,000          |

| 9   | Xe hai bánh | SYM       | EX50                   | 50                      | 8,800,000           |

STT

Tên nhóm xe

Nhãn hiệu

Số loại/Tên thương mại

Thể tích làm việc (cm3)

Giá tính LPTB (VNĐ)

1

Xe hai bánh

HONDA

JA364 BLADE

109.1

18,600,000

2

Xe hai bánh

HONDA

JA363 BLADE (D)

109.1

19,600,000

3

Xe hai bánh

HONDA

JA365 BLADE (C)

109.1

21,100,000

4

Xe hai bánh

HONDA

JA39 WAVE ALPHA

109.1

17,790,000

5

Xe hai bánh

YAMAHA

SIRIUS-B6A2

110.3

18,500,000

6

Xe hai bánh

YAMAHA

SIRIUS - B6A3

110,3

21,000,000

7

Xe hai bánh

YAMAHA

SIRIUS - B6A1

110.3

18,800,000

8

Xe hai bánh

YAMAHA

NOZZA GRANDE 2BM5

125

41,400,000

9

Xe hai bánh

SYM

EX50

50

8,800,000

PHỤ LỤC II

SỬA ĐỔI GIÁ TÍNH LỆ PHÍ TRƯỚC BẠ ÔTÔ, XE MÁY (Kèm theo Quyết định số 149/QĐ-BTC ngày 24 tháng 01 năm 2017 của Bộ trưởng Bộ Tài chính)

I. Ô tô 9 chỗ ngồi trở xuống nhập khẩu.

| STT  | Nhãn Hiệu       | Số loại/Tên thương mại | Thể tích làm việc (lít) | Số chỗ ngồi | Giá tính LPTB sửa đổi (đơn vị VNĐ) |

|------|-----------------|------------------------|-------------------------|-------------|------------------------------------|

| 1962 | MERCEDES - BENZ | AMG GLS 63 4MATIC      | 5.5                     | 7           | 11,949,000,000                     |

| 1990 | MERCEDES - BENZ | C63S AMG               | 4.0                     | 5           | 5,789,000,000                      |

| 2015 | MERCEDES - BENZ | CLS400 COUPE           | 3.0                     | 4           | 5,759,000,000                      |

| 2075 | MERCEDES - BENZ | G63 AMG                | 5.5                     | 5           | 10,219,000,000                     |

| 2117 | MERCEDES - BENZ | GLS500 4MATIC          | 4.7                     | 7           | 7,829,000,000                      |

| 2200 | MERCEDES - BENZ | S500 4MATIC COUPE      | 4.7                     | 4           | 10,479,000,000                     |

| 2223 | MERCEDES - BENZ | S63 AMG 4MATIC         | 5.5                     | 5           | 12,989,000,000                     |

| 2350 | MITSUBISHI      | MIRAGE A03AXNMHL       | 1.2                     | 5           | 407,500,000                        |

| 2354 | MITSUBISHI      | MIRAGE GLX A03AXNMHL   | 1.2                     | 5           | 407,500,000                        |

STT

Nhãn Hiệu

Số loại/Tên thương mại

Thể tích làm việc (lít)

Số chỗ ngồi

Giá tính LPTB sửa đổi (đơn vị VNĐ)

1962

MERCEDES - BENZ

AMG GLS 63 4MATIC

5.5

7

11,949,000,000

1990

MERCEDES - BENZ

C63S AMG

4.0

5

5,789,000,000

2015

MERCEDES - BENZ

CLS400 COUPE

3.0

4

5,759,000,000

2075

MERCEDES - BENZ

G63 AMG

5.5

5

10,219,000,000

2117

MERCEDES - BENZ

GLS500 4MATIC

4.7

7

7,829,000,000

2200

MERCEDES - BENZ

S500 4MATIC COUPE

4.7

4

10,479,000,000

2223

MERCEDES - BENZ

S63 AMG 4MATIC

5.5

5

12,989,000,000

2350

MITSUBISHI

MIRAGE A03AXNMHL

1.2

5

407,500,000

2354

MITSUBISHI

MIRAGE GLX A03AXNMHL

1.2

5

407,500,000

II. Ô tô 9 chỗ ngồi trở xuống sản xuất, lắp ráp trong nước.

| STT | Nhãn Hiệu       | Số loại/Tên thương mại | Thể tích làm việc (lít) | Số chỗ ngồi | Giá tính LPTB sửa đổi (đơn vị VNĐ) |

|-----|-----------------|------------------------|-------------------------|-------------|------------------------------------|

| 34  | CHEVROLET       | SPARK VAN              | 0.8                     | 2           | 259,000,000                        |

| 383 | MERCEDES - BENZ | S500 (222182)          | 4.7                     | 5           | 6,539,000,000                      |

| 427 | PEUGEOT         | 408 20G AT             | 2.0                     | 5           | 650,000,000                        |

| 446 | SUZUKI          | SK410BV                | 1.0                     | 2           | 253,890,000                        |

STT

Nhãn Hiệu

Số loại/Tên thương mại

Thể tích làm việc (lít)

Số chỗ ngồi

Giá tính LPTB sửa đổi (đơn vị VNĐ)

34

CHEVROLET

SPARK VAN

0.8

2

259,000,000

383

MERCEDES - BENZ

S500 (222182)

4.7

5

6,539,000,000

427

PEUGEOT

408 20G AT

2.0

5

650,000,000

446

SUZUKI

SK410BV

1.0

2

253,890,000

III. Xe máy nhập khẩu

| STT  | Tên nhóm xe | Nhãn hiệu | Số loại/Tên thương mại  | Thể tích làm việc (cm3) | Giá tính LPTB sửa đổi (đơn vị VNĐ) |

|------|-------------|-----------|-------------------------|-------------------------|------------------------------------|

| 30   | Xe hai bánh | APRILIA   | SPORTCITY 200           | 198                     | 75,200,000                         |

| 950  | Xe hai bánh | SUZUKI    | DZ250                   | 249                     | 99,000,000                         |

| 157  | Xe hai bánh | DUCATI    | 959 Panigale            | 955                     | 503,115,000                        |

| 178  | Xe hai bánh | DUCATI    | MONSTER 821             | 821.1                   | 380,418,000                        |

| 184  | Xe hai bánh | DUCATI    | MULTISTRADA 1200        | 1198.4                  | 540,500,000                        |

| 185  | Xe hai bánh | DUCATI    | MULTISTRADA 1200 ENDURO | 1198                    | 654,415,000                        |

| 187  | Xe hai bánh | DUCATI    | MULTISTRADA 1200 S      | 1198                    | 605,378,000                        |

| 189  | Xe hai bánh | DUCATI    | SCRAMBLER               | 803                     | 291,000,000                        |

| 205  | Xe hai bánh | DUCATI    | X DIAVEL                | 1262                    | 643,365,000                        |

| 206  | Xe hai bánh | DUCATI    | X DIAVEL S              | 1262                    | 743,315,000                        |

| 1109 | Xe hai bánh | YAMAHA    | TFX                     | 149.8                   | 75,240,000                         |

STT

Tên nhóm xe

Nhãn hiệu

Số loại/Tên thương mại

Thể tích làm việc (cm3)

Giá tính LPTB sửa đổi (đơn vị VNĐ)

30

Xe hai bánh

APRILIA

SPORTCITY 200

198

75,200,000

950

Xe hai bánh

SUZUKI

DZ250

249

99,000,000

157

Xe hai bánh

DUCATI

959 Panigale

955

503,115,000

178

Xe hai bánh

DUCATI

MONSTER 821

821.1

380,418,000

184

Xe hai bánh

DUCATI

MULTISTRADA 1200

1198.4

540,500,000

185

Xe hai bánh

DUCATI

MULTISTRADA 1200 ENDURO

1198

654,415,000

187

Xe hai bánh

DUCATI

MULTISTRADA 1200 S

1198

605,378,000

189

Xe hai bánh

DUCATI

SCRAMBLER

803

291,000,000

205

Xe hai bánh

DUCATI

X DIAVEL

1262

643,365,000

206

Xe hai bánh

DUCATI

X DIAVEL S

1262

743,315,000

1109

Xe hai bánh

YAMAHA

TFX

149.8

75,240,000
